BITURUNA;"AV DR. OSCAR GEYER, 489";"(42) 3553-1222";
"BOA ESPERANÇA";"AV BRASIL, 301";"(44) 3552-1222";
"BOA ESPERANÇA DO IGUAÇU";"R DEMÉTRIO PINZON, 16 - CX. POSTAL 003, CENTRO";"(46) 3537-1208";prefeitura@boaesperancadoiguacu.com.br
"BOA ESPERANÇA DO IGUAÇU";"R DEMÉTRIO PINZON, 16 - CX. POSTAL 003, CENTRO";"(46) 3537-1208";
"BOA VENTURA DE SÃO ROQUE";"R MOISÉS MIRANDA, 422";"(42) 3652-1020";admbvsr@hotmail.com
"BOA VENTURA DE SÃO ROQUE";"R MOISÉS MIRANDA, 422";"(42) 3652-1020";
"BOA VISTA DA APARECIDA";"AV CÍCERO BARBOSA SOBRINHO, 1190, CENTRO";"(45) 3287-1331";gabinetepmbva@hotmail.com
"BOA VISTA DA APARECIDA";"AV CÍCERO BARBOSA SOBRINHO, 796";"(45) 3287-1331";
"BOCAIÚVA DO SUL";"R CARLOS ALBERTO RIBEIRO, 21, CENTRO";"(41) 3675-3950";governo@bocaiuvadosul.pr.gov.br
"BOCAIÚVA DO SUL ";"R CARLOS ALBERTO RIBEIRO, 21, CENTRO";"(41) 3675-3950";
"BOM JESUS DO SUL";"AV IPIRANGA, 72, CENTRO";"(46) 3548-1150";gabinete@bomjesusdosul.pr.gov.br
"BOM JESUS DO SUL";"AV IPIRANGA, 72, CENTRO";"(46) 3548-1150";
"BOM SUCESSO";"PÇ PARANÁ, 77";"(43) 3442-1460";pmbomsucesso@pop.com.br
"BOM SUCESSO";"PÇ PARANÁ, 77";"(43) 3442-1460";
"BOM SUCESSO DO SUL";"R CÂNDIDO MERLO, 290, CENTRO";"(46) 3234-1135";pmbssul@bssul.pr.gov.br
"BOM SUCESSO DO SUL";"R CÂNDIDO MERLO, 290, CENTRO";"(46) 3234-1135";
BORRAZÓPOLIS;"PÇ DA REPÚBLICA, 28";"(43) 3452-2391";
BRAGANEY;"AV ARTHUR PEREIRA, 860, CENTRO";"(45) 3245-1235";pmbraganey@hotmail.com
BRAGANEY;"AV ARTHUR PEREIRA, 860, CENTRO";"(45) 3245-1235";
"BRASILÂNDIA DO SUL";"AV ADÃO ARCÂNGELO DALBEN, 882";"(44) 3654-1235";marcio78_saude@hotmail.com
"BRASILÂNDIA DO SUL";"AV ADÃO ARCÂNGELO DALBEN, 882";"(44) 3654-1235";
CAFEARA;"AV BRASIL, 188";"(43) 3625-1000";tesouraria.cafeara@gmail.com
CAFEARA;"AV BRASIL, 188";"(43) 3625-1000";
CAFELÂNDIA;"R VER. LUIZ PICOLLI, 299";"(45) 3241-1455";
"CAFEZAL DO SUL";"AV ITALO ORCELLI, 796, CENTRO";"(44) 3655-8000";juniokazuo@hotmail.com
"CAFEZAL DO SUL";"AV ITALO ORCELLI, 796, CENTRO";"(44) 3655-8000";
CALIFÓRNIA;"R 17 DE DEZEMBRO, 149 - CX.POSTAL 15";"(43) 3429-1242";paulowilsonmendes@outlook.com
CALIFÓRNIA;"R 17 DE DEZEMBRO, 149, CENTRO";"(43) 3429-1242";
CAMBARÁ;"AV BRASIL, 1229, CENTRO";"(43) 3532-8800";neto.haggi@hotmail.com
CAMBARÁ;"AV BRASIL, 1082, CENTRO";"(43) 3532-8800";
CAMBÉ;"RUA OTTO GAERTNER, 65, CENTRO";"(43) 3174-2600";
CAMBIRA;"AV CANADÁ, 320, CENTRO";"(43) 3436-8000";gabinete@cambira.pr.gov.br
CAMBIRA;"AV CANADÁ, 320";"(43) 3436-1224";
"CAMPINA DA LAGOA";"PÇ JOÃO XXIII, 996";"(44) 3542-2432";gabinetecampinadalagoa@hotmail.com
"CAMPINA DA LAGOA";"PÇ JOÃO XXIII, 996";"(44) 3542-1028";
"CAMPINA DO SIMÃO";"AV JOÃO FERREIRA NEVES, S/N";"(42) 3634-8000";mirolazzaretti@yahoo.com
"CAMPINA DO SIMÃO";"AV JOÃO FERREIRA NEVES, S/N";"(42) 3634-1122";
"CAMPINA GRANDE DO SUL";"PÇ BENTO MUNHOZ DA ROCHA NETO, 30";"(41) 3676-8040";
"CAMPO BONITO";"R PREF. DARCISIO ROBERTO GRASSI, 252, CENTRO";"(45) 3233-1282";antonio.dominiak@hotmail.com
"CAMPO BONITO";"R PREF. DARCISIO ROBERTO GRASSI, 252, CENTRO";"(45) 3233-1282";
"CAMPO DO TENENTE";"AV MIGUEL KOMARCHEWSKI, 900";"(41) 3628-1313";gabinete@campodotenente.pr.gov.br
"CAMPO DO TENENTE";"AV MIGUEL KOMARCHEWSKI, 900";"(41) 3628-1313";
"CAMPO LARGO";"AV PADRE NATAL PIGATO, 989";"(41) 3291-5000";assessoriamarcelopuppi@gmail.com
"CAMPO LARGO";"AV PADRE NATAL PIGATO, 989";"(41) 3291-5002";
"CAMPO MAGRO";"RODOVIA GUMERCINDO BOZA, 18600 - KM 18,5";"(41) 3677-4000";campomagrocp@hotmail.com
"CAMPO MAGRO ";"RODOVIA GUMERCINDO BOZA, 18600 - KM 18,5";"(41) 3677-4000";
"CAMPO MOURÃO";"R BRASIL, 1487, CENTRO";"(44) 3518-1144";prefeito@campomourao.pr.gov.br
"CAMPO MOURÃO";"R BRASIL, 1487, CENTRO";"(44) 3518-1144";
"CÂNDIDO DE ABREU";"AV PARANÁ, 3, CENTRO";"(43) 3476-1222";fazendajr@hotmail.com
"CÂNDIDO DE ABREU";"AV PARANÁ, 3, CENTRO";"(43) 3476-1222";
CANDÓI;"R XV DE NOVEMBRO, 1761";"(42) 3638-8000";gelsoncostaparana@hotmail.com
CANDÓI;"R XV DE NOVEMBRO, 1761";"(42) 3638-8000";
CANTAGALO;"R CINDERELA, 379";"(42) 3636-1185";jairrochadasilva@hotmail.com
"CANTAGALO ";"R CINDERELA, 379";"(42) 3636-1185";
CAPANEMA;"AV PEDRO VIRIATO PARIGOT DE SOUZA, 1080";"(46) 3552-1321";prefeito@capanema.pr.gov.br
CAPANEMA;"AV PEDRO VIRIATO PARIGOT DE SOUZA, 1080";"(46) 3552-1321";
"CAPITÃO LEÔNIDAS MARQUES";"AV TRANCREDO NEVES, 502";"(45) 3286-8400";gabineteclm@gmail.com
"CAPITÃO LEÔNIDAS MARQUES";"AV TRANCREDO NEVES, 502";"(45) 3286-8400";
CARAMBEÍ;"R DAS ÁGUAS MARINHAS, 450, CENTRO";"(42) 3915-1031";gabinete@carambei.pr.gov.br
CARAMBEÍ;"R DAS ÁGUAS MARINHAS, 450, CENTRO";"(42) 3915-1031";
CARLÓPOLIS;"RUA BENEDITO SALLES, 1060";"(43) 3566-1291";prefeito.hiroshi@carlopolis.pr.gov.br
CASCAVEL;"R PARANÁ, 5000";"(45) 3321-2315";leonaldoparanhos@cascavel.pr.gov.br
CASCAVEL;"R PARANÁ, 5000";"(45) 3321-2315";
CASTRO;"PÇ PEDRO KALED, 22";"(42) 2122-5000";cabinete@castro.pr.gov.br
CASTRO;"PÇ PEDRO KALED, 22";"(42) 3906-2000";
CATANDUVAS;"AV DOS PIONEIROS, 500";"(45) 3234-1313";gabinete@catanduvas.pr.gov.br
CATANDUVAS;"AV DOS PIONEIROS, 500";"(45) 3234-1313";
"CENTENÁRIO DO SUL";"PÇ PE. AURÉLIO BASSO, 378";"(43) 3675-8000";nicacio35@hotmail.com
"CENTENÁRIO DO SUL";"PÇ PE. AURÉLIO BASSO, 378";"(43) 3675-8000";
"CERRO AZUL ";"R BARÃO DO CERRO AZUL, 63, CENTRO";"(41) 3662-1222";pmcagabinete@hotmail.com
"CERRO AZUL";"R BARÃO DO CERRO AZUL, 63, CENTRO";"(41) 3662-1222";
"CÉU AZUL";"AV NILO UMBERTO DEITOS, 1426";"(45) 3266-1122";pmc.gab@netceu.com.br
"CÉU AZUL";"AV NILO UMBERTO DEITOS, 1426";"(45) 3266-1122";
CHOPINZINHO;"R SANTOS DUMONT, 3883";"(46) 3242-8600";prefeitura@chopinzinho.pr.gov.br
CHOPINZINHO;"R FREI EVERALDO, 3901";"(46) 3242-8600";
CIANORTE;"CENTRO CÍVICO, 100";"(44) 3619-6342";gabinete@cianorte.pr.gov.br
CIANORTE;"CENTRO CÍVICO, 100";"(44) 3619-6342";
"CIDADE GAÚCHA ";"R 25 DE JULHO, 1814";"(44) 3675-1122";gabinete@cidadegaucha.pr.gov.br
"CIDADE GAÚCHA";"R 25 DE JULHO, 1814";"(44) 3675-1122";
CLEVELÂNDIA;"PÇ GETÚLIO VARGAS, 71";"(46) 3252-8000";lisgustavo@cincoirmaos.com.br
CLEVELÂNDIA;"PÇ GETÚLIO VARGAS, 71";"(46) 3252-8000";
COLOMBO;"R XV DE NOVEMBRO, 105, CENTRO";"(41) 3656-8025";gabinete@colombo.pr.gov.br
COLOMBO;"R XV DE NOVEMBRO, 105, CENTRO";"(41) 3656-8080";
COLORADO;"AV BRASIL, 1250";"(44) 3321-1200";marcosmelloprefeito@coplorado.pr.gov.br
CONGONHINHAS;"AV DR. DAVID XAVIER DA SILVA, 266, CENTRO";"(43) 3554-1212";prefeitura@congonhinhas.pr.gov.br
CONGONHINHAS;"AV DR. DAVI XAVIER DA SILVA, 266, CENTRO";"(43) 3554-1212";
"CONSELHEIRO MAIRINCK";"PÇ OTACÍLIO FERREIRA, 82, CENTRO";"(43) 3561-1221";gabinete@conselheiromairinck.pr.gov.br
"CONSELHEIRO MAIRINCK";"PÇ OTACÍLIO FERREIRA, 82, CENTRO";"(43) 3561-1221";
CONTENDA;"AV JOÃO FRANCO, 400";"(41) 3625-1212";gabinete@contenda.pr.gov.br
CONTENDA;"AV JOÃO FRANCO, 400";"(41) 3625-1212";
CORBÉLIA;"R AMOR PERFEITO, 1616";"(45) 3242-8800";gabinete@corbelia.pr.gov.br
"CORNÉLIO PROCÓPIO";"AV MINAS GERAIS, 301";"(43) 3520-8068";gabinete@gmail.com
"CORNÉLIO PROCÓPIO";"AV MINAS GERAIS, 301";"(43) 3520-8000";
"CORONEL DOMINGOS SOARES";"AV ARAUCÁRIA, 3120";"(46) 3254-1166";prefeituracds.assessoria@gmail.com
"CORONEL DOMINGOS SOARES";"AV ARAUCÁRIA, 3120";"(46) 3254-1166";
"CORONEL VIVIDA";"PÇ ANGELO MEZZOMO, SN";"(46) 3232-8300";prefeito@coronelvivida.pr.gov.br
"CORONEL VIVIDA";"PÇ ANGELO MEZZOMO, SN";"(46) 3232-8300";
"CORUMBATAÍ DO SUL";"R TOCANTINS, 153";"(44) 3277-1153";prefeito@corumbataidosul.pr.gov.br
"CRUZEIRO DO IGUAÇU";"AV. 13 DE MAIO, 906, CENTRO";"(46) 3572-8000";dilmarturmina@hotmail.com.br
"CRUZEIRO DO IGUAÇU";"AV. 13 DE MAIO, 906, CENTRO";"(46) 3572-8000";
"CRUZEIRO DO OESTE";"R JOÃO ORMINDO DE RESENDE, 686, CENTRO";"(44) 3676-8150";betoprefeito@cruzeirodooeste.pr.gov.br
"CRUZEIRO DO OESTE";"R JOÃO ORMINDO DE RESENDE, 686, CENTRO";"(44) 3676-8150";
"CRUZEIRO DO SUL";"AV GASTÃO VIDIGAL, 600";"(44) 3465-1299";gabinete@cruzeirodosul.pr.gov.br
"CRUZEIRO DO SUL";"AV DR. GASTÃO VIDIGAL, 600";"(44) 3465-1540";
"CRUZ MACHADO";"AV VITÓRIA, 167";"(42) 3554-1222";prefeitobibi@yahoo.com.br
"CRUZ MACHADO";"AV VITÓRIA, 167";"(42) 3554-1222";
"CRUZMALTINA ";"AV PE. GUALTER FARIAS NEGRÃO, 40";"(43) 3454-1103";gabinete@cruzmaltina.pr.gov.br
CRUZMALTINA;"AV PE. GUALTER FARIAS NEGRÃO, 40";"(43) 3454-1103";
CURITIBA;"AV CÂNDIDO DE ABREU, 817 - 2º ANDAR, CENTRO CÍVICO";"(41) 3350-8484";gabvirtual@pmc.curitiba.pr.gov.br
CURITIBA;"AV CÂNDIDO DE ABREU, 817 - 2º ANDAR, CENTRO CÍVICO";"(41) 3350-8484";
CURITIBA;"RUA ÁLVARO RAMOS, 150 - EDIFÍCIO PERY MOREIRA, CENTRO CÍVICO";"(41) 3350-8642";pgm@pgm.curitiba.pr.gov.br
CURITIBA;"AVENIDA CÂNDIDO DE ABREU, 817 - 2º ANDAR - PALÁCIO 29 DE MARÇO, CENTRO CÍVICO";"(41) 3350-8515";sgm@sgm.curitiba.pr.gov.br
CURITIBA;"AVENIDA CÂNDIDO DE ABREU, 817 - 1° ANDAR - PALÁCIO 29 DE MARÇO, CENTRO CÍVICO";"(41) 3350-8484";smf@smf.curitiba.pr.gov.br
CURITIBA;"AVENIDA JOÃO GUALBERTO, 623 - EDIFÍCIO DELTA, ALTO DA GLÓRIA";"(41) 3350-8484";
"CURITIBA ";"RUA EMÍLIO DE MENEZES, 450, SÃO FRANCISCO";"(41) 3350-8484";smop@smop.curitiba.pr.gov.br
CURITIBA;"AVENIDA JOÃO GUALBERTO, 623 - EDIFÍCIO DELTA, ALTO DA GLÓRIA";"(41) 3350-8484";smu@smu.curitiba.pr.gov.br
CURITIBA;"R GENERAL CARNEIRO, 938, CENTRO";"(41) 3350-3800";
CURITIBA;"RUA FRANCISCO TORRES, 830 - ED. LAUCAS, CENTRO";"(41) 3350-8484";sms@sms.curitiba.pr.gov.br
;"AVENIDA CÂNDIDO DE ABREU, 817 - 1º ANDAR - PALÁCIO 29 DE MARÇO, CENTRO CÍVICO";"(41) 3350-8609";
CURITIBA;"AVENIDA JOÃO GUALBERTO, 623 - 9º ANDAR, ALTO DA GLÓRIA";"(41) 3350-8484";
CURITIBA;"RUA CAPITÃO SOUZA FRANCO, 13, BATEL";"(41) 3350-3608";
CURITIBA;"RUA SOLIMÕES, 160 - 1º ANDAR, ALTO SÃO FRANCISCO";"(41) 3350-9004";seplad@seplad.curitiba.pr.gov.br
CURITIBA;"RUA SOLIMÕES, 160, SÃO FRANCISCO";"(41) 3350-3732";smelj@smelj.curitiba.pr.gov.br
CURIÚVA;"AV ANTÔNIO CUNHA, 365";"(43) 3545-1222";gabinetecuriuva@pr.gov.br
CURIÚVA;"AV ANTÔNIO CUNHA, 365";"(43) 3545-1222";
"DIAMANTE DO OESTE";"R MARECHAL CASTELO BRANCO, 597";"(45) 3272-1141";gabinete@diamantedooeste.pr.gov.br
"DIAMANTE DO OESTE";"R MARECHAL CASTELO BRANCO, 597";"(45) 3272-1141";
"DIAMANTE DO NORTE";"R JOSÉ VICENTE, 257, CENTRO";"(44) 3429-1319";ddpdtept@hotmail.com
"DIAMANTE DO NORTE";"R JOSÉ VICENTE, 257, CENTRO";"(44) 3429-1319";
"DIAMANTE DO SUL";"AV GETÚLIO VARGAS, S/N";"(45) 3230-1239";nandorisso@gmail.com
"DIAMANTE DO SUL ";"AV GETÚLIO VARGAS, S/N";"(45) 3230-1239";
"DOIS VIZINHOS";"AV RIO GRANDE DO SUL, 130";"(46) 3536-8800";
"DOIS VIZINHOS";"AV RIO GRANDE DO SUL, 130";"(46) 3536-8800";
DOURADINA;"AV BRASIL, 701";"(44) 3663-1579";prefeitura@douradina.pr.gov.br
DOURADINA;"AV BRASIL, 701";"(44) 3663-1579";
"DOUTOR CAMARGO";"R XAVIER DA SILVA, 1000";"(44) 3238-1222";edilen_xavier@hotmail.com
"DOUTOR CAMARGO";"R XAVIER DA SILVA, 1000";"(44) 3238-1222";
"DOUTOR ULYSSES";"R OLÍVIO GABRIEL DE OLIVEIRA, S/N";"(41) 3664-1214";rode-branco@hotmail.com
"ENÉAS MARQUES";"AV JOAQUIM BONETTI, 579";"(46) 3544-2100";administracao@eneasmarques.pr.gov.br
"ENÉAS MARQUES";"AV JOAQUIM BONETTI, 579";"(46) 3544-2100";
"ENGENHEIRO BELTRÃO";"R MANOEL RIBAS, 160";"(44) 3537-8100";gabinete@engenheirobeltrao.pr.gov.br
"ENGENHEIRO BELTRÃO";"R MANOEL RIBAS, 160";"(44) 3537-8100";
"ENTRE RIOS DO OESTE";"R TOCANTINS, 600, CENTRO";"(45) 3257-1268";gabinete_pmrios@outlok.com
"ENTRE RIOS DO OESTE";"R TOCANTINS, 600, CENTRO";"(45) 3257-1268";
"ESPERANÇA NOVA";"AV JUVENAL SILVA BRAGA, 400";"(44) 3640-8000";valdirhidalgomartinez@hotmail.com
"ESPIGÃO ALTO DO IGUAÇU";"AV BRASÍLIA, 551";"(46) 3553-1484";gabinete@espigaoaltodoiguacu.pr.gov.br
"ESPIGÃO ALTO DO IGUAÇU";"AV BRASÍLIA, 551";"(46) 3553-1122";
FAROL;"R BAHIA, 880";"(44) 3563-1101";maristelabal@gmail.com
FAROL;"R BAHIA, 880";"(44) 3563-1178";
FAXINAL;"AV BRASIL, 694";"(43) 3461-1332";prefeitura@faxinal.pr.gov.br
FAXINAL;"AV BRASIL, 694";"(43) 3461-1332";
"FAZENDA RIO GRANDE";"R JACARANDÁ, 300, NAÇÕES";"(41) 3627-8550";gabinetefrg@gmail.com
FÊNIX;"R JANGADA, 25 - CX. POSTAL 24";"(44) 3272-8000";pmfemix@fenix.pr.gov.br
FÊNIX;"R JANGADA, 25 - CX. POSTAL 24";"(44) 3272-1272";
"FERNANDES PINHEIRO";"AV REMIS JOÃO LOSS, 600";"(42) 3459-1109";gabinete@fernadespinheiro.pr.gov.br
"FERNANDES PINHEIRO";"AV REMIS JOÃO LOSS, 600";"(42) 3459-1109";
FIGUEIRA;"R DR. ZOILO MEIRA SIMÕES, 410";"(43) 3547-1114";gabinete@figueira.pr.gov.br
FIGUEIRA;"R DR. ZOILO MEIRA SIMÕES, 410";"(43) 3547-1114";
FLORAÍ;"R PRESIDENTE GETÚLIO VARGAS, 177";"(44) 3242-1292";prefeitura@florai.pr.gov.br
FLORAÍ;"R PRESIDENTE GETÚLIO VARGAS, 177";"(44) 3242-1292";
"FLOR DA SERRA DO SUL ";"R JOÃO ARISI, 115, CENTRO";"(46) 3565-1132";planejamento@fssul.pr.gov.br
"FLOR DA SERRA DO SUL";"R JOÃO ARISI, 115, CENTRO";"(46) 3565-1132";
FLORESTA;"AV GETÚLIO VARGAS, 2420, CENTRO";"(44) 3236-1222";ademirmaciel@floresta.pr.gov.br
FLORESTA;"AV GETÚLIO VARGAS, 2420, CENTRO";"(44) 3236-1222";
FLORESTÓPOLIS;"R SANTO INÁCIO, 161";"(43) 3662-1222";nelsonjunior@florestopolis.pr.gov.br
FLORESTÓPOLIS;"R SANTO INÁCIO, 161";"(43) 3662-1222";
FLÓRIDA;"R SÃO PEDRO, 443";"(44) 3257-1212";gabinete@florida.pr.gov.br
FLÓRIDA;"R SÃO PEDRO, 443";"(44) 3257-1212";
"FORMOSA DO OESTE";"AV SEVERIANO B. DOS SANTOS, 111";"(44) 3526-1122";gabinete@formosadooeste.pr.gov.br
"FORMOSA DO OESTE";"AV SEVERIANO B. DOS SANTOS, 111";"(44) 3526-1122";
"FOZ DO IGUAÇU";"PÇ GETÚLIO VARGAS, 280, CENTRO";"(45) 2105-1000";prefeito@pmfi.pr.gov.br
"FOZ DO IGUAÇU";"PÇ GETÚLIO VARGAS, 280, CENTRO";"(45) 2105-1000";
"FOZ DO JORDÃO";"R PE. EMÍLIO BARBIÉRI, 339";"(42) 3639-8100";prefeito@fozdojordao.pr.gov.br
"FRANCISCO ALVES";"R JORGE FEREIRA, 627";"(44) 3643-8000";alirioprefeito@hotmail.com
"FRANCISCO ALVES";"R JORGE FEREIRA, 627";"(44) 3643-8000";
"FRANCISCO BELTRÃO";"R OCTAVIANO TEIXEIRA DOS SANTOS, 1000";"(46) 3520-2121";fontanacleber@bol.com.br
"GENERAL CARNEIRO";"AV PRES. GETÚLIO VARGAS, 601";"(42) 3552-1443";lg.saraiva@yahoo.com.br
"GENERAL CARNEIRO";"AV PRES. GETÚLIO VARGAS, 601";"(42) 3552-1443";
"GODOY MOREIRA";"R CAMPO MOURÃO, 184, CENTRO";"(43) 3463-1122";pm@godoymoreira.pr.gov.br
"GODOY MOREIRA";"R CAMPO MOURÃO, 184, CENTRO";"(43) 3463-1122";
GOIOERÊ;"AV AMAZONAS, 280, JD. LINDOIA";"(44) 3521-8900";pmgoioere@hotmail.com
GOIOERÊ;"AV AMAZONAS, 280, JD. LINDOIA";"(44) 3521-8900";
GOIOXIM;"R LAURINDO CORDEIRO DE SOUZA, 184, CENTRO";"(42) 3656-1002";marisilva201357@yahoo.com.br
GOIOXIM;"R LAURINDO CORDEIRO DE SOUZA, 184, CENTRO";"(42) 3656-1002";
"GRANDES RIOS ";"AV BRASIL, 967";"(43) 3474-1222";prefeito.toninhosantiago@gmail.com
"GRANDES RIOS";"AV BRASIL, 967";"(43) 3474-1222";
